invoice_number,invoice_date,invoice_type,direction,product_code,product_name,quantity,unit_price,total_value,partner_cui,partner_name,linked_invoice
FC1831,2025-12-15,factura,issued,P017,Pompa injectie Lucas DPC,1,840.26,840.26,RO67890123,SC Agrotrans Olt SRL,
FC1911,2025-12-15,factura,issued,P005,Disc frictiune ambreiaj U650,2,218.34,436.68,RO89012345,SC Piese Tractor Nord SRL,
RF5085,2025-12-15,factura,received,P004,BUJIE M14x1.25 ECH. U650,256,6.29,1610.24,RO40000003,SC Auto Parts Distribution SA,
RF5236,2025-12-15,factura,received,P019,BIELETA DIRECTIE CAT.2 500MM,37,37.69,1394.53,RO40000002,SC Hidraulica Industriala SRL,
FC1407,2025-12-16,factura,issued,P010,Bolt piston 80mm,6,19.21,115.26,RO78901234,SC Holding Cereale SRL,
FC1617,2025-12-16,factura,issued,P007,Furtun hidraulic 1/2 1m,19,40.51,769.69,RO45678901,SC Agroservice Dobrogea SRL,
FC1617,2025-12-16,factura,issued,P017,Pompa injectie Lucas DPC,2,809.34,1618.68,RO45678901,SC Agroservice Dobrogea SRL,
FC2027,2025-12-16,factura,issued,P011,Semering ax roata 50x72x10,19,10.45,198.55,RO01234567,SC Mecanica Campului SRL,
FC2027,2025-12-16,factura,issued,P020,Rulment roata fata 6307,11,47.55,523.05,RO01234567,SC Mecanica Campului SRL,
FC2085,2025-12-16,factura,issued,P009,Filtru aer motor John Deere,11,64.56,710.16,RO11223344,SC Agro Suceava SRL,
FC2085,2025-12-16,factura,issued,P016,Injector motor diesel Perkins,2,151.48,302.96,RO11223344,SC Agro Suceava SRL,
RF5257,2025-12-16,factura,received,P003,FILTRU HIDRAULIC BT8459 / P550228,25,44.46,1111.5,RO40000005,SC Pompe si Filtre SRL,
RF5557,2025-12-16,factura,received,P021,KIT PLACUTE FRANA FATA 4BUC,47,42.18,1982.46,RO40000003,SC Auto Parts Distribution SA,
FC1767,2025-12-17,factura,issued,P005,Disc frictiune ambreiaj U650,1,215.3,215.3,RO56789012,SC Utilaje Campiei SRL,
FC1767,2025-12-17,factura,issued,P015,Electromotor 12V 2.2kW recond.,3,300.47,901.41,RO56789012,SC Utilaje Campiei SRL,
FC1225,2025-12-18,factura,issued,P023,Radiator apa tractor 4 cilindri,2,343.16,686.32,RO12345678,SC Agro Muntenia SRL,
FC1225,2025-12-18,factura,issued,P006,Pompa hidraulica seria 1,1,554.73,554.73,RO12345678,SC Agro Muntenia SRL,
RF5309,2025-12-18,factura,received,P008,GARNITURA CHIULASA D-110 6 CIL,14,50.12,701.68,RO40000004,SC Agro Import SRL,
RF5433,2025-12-18,factura,received,P006,POMPA HIDRO. ANGRENAJ GP1 80CC,11,283.42,3117.62,RO40000004,SC Agro Import SRL,
RF5532,2025-12-21,factura,received,P009,FILTRU AER PRIMAR JD AR50041,43,31.61,1359.23,RO40000005,SC Pompe si Filtre SRL,
FC1226,2025-12-22,factura,issued,P004,Bujie tractor U650,44,12.81,563.64,RO12345678,SC Agro Muntenia SRL,
FC1226,2025-12-22,factura,issued,P008,Garnitura chiulasa U650,1,98.43,98.43,RO12345678,SC Agro Muntenia SRL,
FC1226,2025-12-22,factura,issued,P019,Bieleta directie tractor,3,74.37,223.11,RO12345678,SC Agro Muntenia SRL,
FC1226,2025-12-22,factura,issued,P006,Pompa hidraulica seria 1,3,540.15,1620.45,RO12345678,SC Agro Muntenia SRL,
FC1408,2025-12-22,factura,issued,P017,Pompa injectie Lucas DPC,1,802.94,802.94,RO78901234,SC Holding Cereale SRL,
FC1408,2025-12-22,factura,issued,P011,Semering ax roata 50x72x10,16,10.93,174.88,RO78901234,SC Holding Cereale SRL,
FC1408,2025-12-22,factura,issued,P016,Injector motor diesel Perkins,4,155.62,622.48,RO78901234,SC Holding Cereale SRL,
FC1695,2025-12-22,factura,issued,P005,Disc frictiune ambreiaj U650,3,221.68,665.04,RO23456789,SC Ferma Verde SRL,
FC1695,2025-12-22,factura,issued,P016,Injector motor diesel Perkins,2,155.52,311.04,RO23456789,SC Ferma Verde SRL,
FC1695,2025-12-22,factura,issued,P022,Filtru combustibil universal,12,24.41,292.92,RO23456789,SC Ferma Verde SRL,
RF5359,2025-12-23,factura,received,P011,SEMERING NBR 50x72x10 DIN3760,104,4.99,518.96,RO40000001,SC Rulmenti SA Barlad,
FC1227,2025-12-24,factura,issued,P005,Disc frictiune ambreiaj U650,2,218.63,437.26,RO12345678,SC Agro Muntenia SRL,
FC1227,2025-12-24,factura,issued,P025,Cablu ambreiaj U651,6,29.23,175.38,RO12345678,SC Agro Muntenia SRL,
FC1227,2025-12-24,factura,issued,P004,Bujie tractor U650,56,12.84,719.04,RO12345678,SC Agro Muntenia SRL,
FC1524,2025-12-24,factura,issued,P020,Rulment roata fata 6307,8,45.93,367.44,RO34567890,SC Tehnica Agricola SA,
FC1524,2025-12-24,factura,issued,P021,Placuta frana set 4buc,7,91.64,641.48,RO34567890,SC Tehnica Agricola SA,
FC1524,2025-12-24,factura,issued,P011,Semering ax roata 50x72x10,22,10.77,236.94,RO34567890,SC Tehnica Agricola SA,
RF5187,2025-12-24,factura,received,P022,FILTRU MOTORINA WF 8046 UNIV.,72,11.09,798.48,RO40000005,SC Pompe si Filtre SRL,
RF5281,2025-12-24,factura,received,P007,FURTUN HID. SAE100R2 DN12 1.0M,81,18.83,1525.23,RO40000002,SC Hidraulica Industriala SRL,
RF5613,2025-12-24,factura,received,P012,LANT SIMPLU 428H 128 ZALE,30,26.78,803.4,RO40000003,SC Auto Parts Distribution SA,
FC1618,2025-12-25,factura,issued,P003,Filtru ulei hidraulic JCB,7,89.05,623.35,RO45678901,SC Agroservice Dobrogea SRL,
FC1912,2025-12-25,factura,issued,P005,Disc frictiune ambreiaj U650,3,223.75,671.25,RO89012345,SC Piese Tractor Nord SRL,
FC1974,2025-12-25,factura,issued,P009,Filtru aer motor John Deere,12,65.97,791.64,RO90123456,SC Bazele Agriculturii SRL,
FC1974,2025-12-25,factura,issued,P022,Filtru combustibil universal,17,24.88,422.96,RO90123456,SC Bazele Agriculturii SRL,
RF5412,2025-12-25,factura,received,P001,RULMENT 6205-2RS/C3 DIN625,79,16.59,1310.61,RO40000001,SC Rulmenti SA Barlad,
RF5211,2025-12-26,factura,received,P017,POMPA INJECTIE LUCAS DPC 4CIL,8,423.89,3391.12,RO40000004,SC Agro Import SRL,
FC1228,2025-12-29,factura,issued,P013,Termostat motor 82C,16,32.3,516.8,RO12345678,SC Agro Muntenia SRL,
FC1228,2025-12-29,factura,issued,P010,Bolt piston 80mm,20,19.44,388.8,RO12345678,SC Agro Muntenia SRL,
FC1228,2025-12-29,factura,issued,P006,Pompa hidraulica seria 1,4,547.22,2188.88,RO12345678,SC Agro Muntenia SRL,
FC1409,2025-12-29,factura,issued,P015,Electromotor 12V 2.2kW recond.,2,292.63,585.26,RO78901234,SC Holding Cereale SRL,
FC1409,2025-12-29,factura,issued,P009,Filtru aer motor John Deere,9,64.74,582.66,RO78901234,SC Holding Cereale SRL,
FC1409,2025-12-29,factura,issued,P001,Rulment 6205-2RS SKF,16,31.6,505.6,RO78901234,SC Holding Cereale SRL,
FC1409,2025-12-29,factura,issued,P002,Curea trapezoidala B68,11,23.01,253.11,RO78901234,SC Holding Cereale SRL,
FC1409,2025-12-29,factura,issued,P016,Injector motor diesel Perkins,2,155.34,310.68,RO78901234,SC Holding Cereale SRL,
RF5506,2025-12-29,factura,received,P013,TERMOSTAT 82 GRADE UNIVERSAL,51,15.53,792.03,RO40000003,SC Auto Parts Distribution SA,
FC1696,2025-12-30,factura,issued,P001,Rulment 6205-2RS SKF,14,32.57,455.98,RO23456789,SC Ferma Verde SRL,
FC1696,2025-12-30,factura,issued,P025,Cablu ambreiaj U651,1,28.74,28.74,RO23456789,SC Ferma Verde SRL,
FC1696,2025-12-30,factura,issued,P024,Garnitura capac distributie,2,16.18,32.36,RO23456789,SC Ferma Verde SRL,
FC1768,2025-12-30,factura,issued,P020,Rulment roata fata 6307,10,47.84,478.4,RO56789012,SC Utilaje Campiei SRL,
FC1768,2025-12-30,factura,issued,P016,Injector motor diesel Perkins,5,150.5,752.5,RO56789012,SC Utilaje Campiei SRL,
FC1768,2025-12-30,factura,issued,P004,Bujie tractor U650,19,12.65,240.35,RO56789012,SC Utilaje Campiei SRL,
FC1975,2025-12-30,storno,issued,P009,Filtru aer motor John Deere,-1,65.67,-65.67,RO90123456,SC Bazele Agriculturii SRL,FC1974
FC1229,2025-12-31,factura,issued,P007,Furtun hidraulic 1/2 1m,31,40.21,1246.51,RO12345678,SC Agro Muntenia SRL,
FC1229,2025-12-31,factura,issued,P003,Filtru ulei hidraulic JCB,10,90.91,909.1,RO12345678,SC Agro Muntenia SRL,
FC1832,2025-12-31,factura,issued,P010,Bolt piston 80mm,10,18.87,188.7,RO67890123,SC Agrotrans Olt SRL,
FC1832,2025-12-31,factura,issued,P013,Termostat motor 82C,8,32.44,259.52,RO67890123,SC Agrotrans Olt SRL,
FC1832,2025-12-31,factura,issued,P018,Arc supapa motor D-110,27,6.66,179.82,RO67890123,SC Agrotrans Olt SRL,
RF5025,2025-12-31,factura,received,P024,GARNITURA CAPAC DISTRIBUTIE SET,11,6.99,76.89,RO40000004,SC Agro Import SRL,
RF5334,2025-12-31,factura,received,P002,CUREA B-68 LA TRAPEZ,87,11.51,1001.37,RO40000003,SC Auto Parts Distribution SA,
FC1525,2026-01-01,factura,issued,P016,Injector motor diesel Perkins,4,152.17,608.68,RO34567890,SC Tehnica Agricola SA,
FC1525,2026-01-01,factura,issued,P022,Filtru combustibil universal,12,24.84,298.08,RO34567890,SC Tehnica Agricola SA,
FC1525,2026-01-01,factura,issued,P020,Rulment roata fata 6307,9,45.89,413.01,RO34567890,SC Tehnica Agricola SA,
FC1525,2026-01-01,factura,issued,P002,Curea trapezoidala B68,13,22.25,289.25,RO34567890,SC Tehnica Agricola SA,
FC2028,2026-01-01,factura,issued,P011,Semering ax roata 50x72x10,22,10.61,233.42,RO01234567,SC Mecanica Campului SRL,
FC2028,2026-01-01,factura,issued,P006,Pompa hidraulica seria 1,1,561.41,561.41,RO01234567,SC Mecanica Campului SRL,
FC2028,2026-01-01,factura,issued,P012,Lant transmisie 428H-128L,8,57.63,461.04,RO01234567,SC Mecanica Campului SRL,
FC1230,2026-01-02,factura,issued,P017,Pompa injectie Lucas DPC,2,839.39,1678.78,RO12345678,SC Agro Muntenia SRL,
FC1230,2026-01-02,factura,issued,P025,Cablu ambreiaj U651,6,29.49,176.94,RO12345678,SC Agro Muntenia SRL,
FC1230,2026-01-02,factura,issued,P008,Garnitura chiulasa U650,2,101.52,203.04,RO12345678,SC Agro Muntenia SRL,
FC1410,2026-01-02,factura,issued,P018,Arc supapa motor D-110,19,6.66,126.54,RO78901234,SC Holding Cereale SRL,
FC2086,2026-01-02,factura,issued,P004,Bujie tractor U650,23,13.29,305.67,RO11223344,SC Agro Suceava SRL,
FC2086,2026-01-02,factura,issued,P017,Pompa injectie Lucas DPC,1,803.72,803.72,RO11223344,SC Agro Suceava SRL,
FC2086,2026-01-02,factura,issued,P002,Curea trapezoidala B68,21,23.38,490.98,RO11223344,SC Agro Suceava SRL,
RF5114,2026-01-03,factura,received,P005,DISC AMBREIAJ COMPLET U-650 MAN,31,119.85,3715.35,RO40000004,SC Agro Import SRL,
FC1231,2026-01-05,factura,issued,P019,Bieleta directie tractor,8,76.46,611.68,RO12345678,SC Agro Muntenia SRL,
FC1231,2026-01-05,factura,issued,P005,Disc frictiune ambreiaj U650,7,215.27,1506.89,RO12345678,SC Agro Muntenia SRL,
FC1619,2026-01-05,factura,issued,P006,Pompa hidraulica seria 1,1,554.1,554.1,RO45678901,SC Agroservice Dobrogea SRL,
FC1913,2026-01-05,factura,issued,P004,Bujie tractor U650,26,13.33,346.58,RO89012345,SC Piese Tractor Nord SRL,
FC1913,2026-01-05,factura,issued,P020,Rulment roata fata 6307,8,46.91,375.28,RO89012345,SC Piese Tractor Nord SRL,
FC1913,2026-01-05,factura,issued,P008,Garnitura chiulasa U650,2,102.18,204.36,RO89012345,SC Piese Tractor Nord SRL,
RF5258,2026-01-05,factura,received,P003,FILTRU HIDRAULIC BT8459 / P550228,30,44.95,1348.5,RO40000005,SC Pompe si Filtre SRL,
FC1526,2026-01-06,factura,issued,P012,Lant transmisie 428H-128L,6,56.76,340.56,RO34567890,SC Tehnica Agricola SA,
FC1526,2026-01-06,factura,issued,P002,Curea trapezoidala B68,19,23.04,437.76,RO34567890,SC Tehnica Agricola SA,
FC1526,2026-01-06,factura,issued,P003,Filtru ulei hidraulic JCB,8,88.51,708.08,RO34567890,SC Tehnica Agricola SA,
FC1232,2026-01-07,factura,issued,P005,Disc frictiune ambreiaj U650,6,227.22,1363.32,RO12345678,SC Agro Muntenia SRL,
FC1232,2026-01-07,factura,issued,P026,Buton contact pornire,3,9.29,27.87,RO12345678,SC Agro Muntenia SRL,
FC1232,2026-01-07,factura,issued,P024,Garnitura capac distributie,2,16.06,32.12,RO12345678,SC Agro Muntenia SRL,
FC1232,2026-01-07,factura,issued,P004,Bujie tractor U650,52,12.86,668.72,RO12345678,SC Agro Muntenia SRL,
FC1411,2026-01-07,factura,issued,P009,Filtru aer motor John Deere,8,64.3,514.4,RO78901234,SC Holding Cereale SRL,
FC1411,2026-01-07,factura,issued,P008,Garnitura chiulasa U650,1,97.38,97.38,RO78901234,SC Holding Cereale SRL,
FC1411,2026-01-07,factura,issued,P013,Termostat motor 82C,4,33.66,134.64,RO78901234,SC Holding Cereale SRL,
FC1528,2026-01-07,factura,issued,P020,Rulment roata fata 6307,11,45.77,503.47,RO34567890,SC Tehnica Agricola SA,
RF5434,2026-01-07,factura,received,P006,POMPA HIDRO. ANGRENAJ GP1 80CC,11,289.9,3188.9,RO40000004,SC Agro Import SRL,
RF5086,2026-01-08,factura,received,P004,BUJIE M14x1.25 ECH. U650,279,6.15,1715.85,RO40000003,SC Auto Parts Distribution SA,
RF5310,2026-01-09,factura,received,P008,GARNITURA CHIULASA D-110 6 CIL,6,53.63,321.78,RO40000004,SC Agro Import SRL,
RF5587,2026-01-10,factura,received,P010,BOLT PISTON D=80MM OTEL 42CrMo,90,9.46,851.4,RO40000004,SC Agro Import SRL,
FC1527,2026-01-11,storno,issued,P003,Filtru ulei hidraulic JCB,-1,89.05,-89.05,RO34567890,SC Tehnica Agricola SA,FC1526
RF5459,2026-01-11,factura,received,P023,RADIATOR RACIRE 4-CIL. TRACTOR T,11,168.82,1857.02,RO40000002,SC Hidraulica Industriala SRL,
FC1233,2026-01-12,factura,issued,P005,Disc frictiune ambreiaj U650,7,216.11,1512.77,RO12345678,SC Agro Muntenia SRL,
FC1233,2026-01-12,factura,issued,P012,Lant transmisie 428H-128L,15,56.57,848.55,RO12345678,SC Agro Muntenia SRL,
FC1233,2026-01-12,factura,issued,P011,Semering ax roata 50x72x10,47,10.63,499.61,RO12345678,SC Agro Muntenia SRL,
FC1233,2026-01-12,factura,issued,P003,Filtru ulei hidraulic JCB,5,88.64,443.2,RO12345678,SC Agro Muntenia SRL,
FC1412,2026-01-12,factura,issued,P010,Bolt piston 80mm,9,19.2,172.8,RO78901234,SC Holding Cereale SRL,
FC1412,2026-01-12,factura,issued,P022,Filtru combustibil universal,14,25.0,350.0,RO78901234,SC Holding Cereale SRL,
FC1620,2026-01-12,factura,issued,P005,Disc frictiune ambreiaj U650,6,218.82,1312.92,RO45678901,SC Agroservice Dobrogea SRL,
FC1620,2026-01-12,factura,issued,P010,Bolt piston 80mm,10,18.72,187.2,RO45678901,SC Agroservice Dobrogea SRL,
FC1833,2026-01-12,factura,issued,P009,Filtru aer motor John Deere,6,62.96,377.76,RO67890123,SC Agrotrans Olt SRL,
FC1833,2026-01-12,factura,issued,P025,Cablu ambreiaj U651,1,29.16,29.16,RO67890123,SC Agrotrans Olt SRL,
FC1833,2026-01-12,factura,issued,P010,Bolt piston 80mm,15,18.87,283.05,RO67890123,SC Agrotrans Olt SRL,
FC1976,2026-01-12,factura,issued,P001,Rulment 6205-2RS SKF,17,32.42,551.14,RO90123456,SC Bazele Agriculturii SRL,
FC1976,2026-01-12,factura,issued,P008,Garnitura chiulasa U650,1,100.9,100.9,RO90123456,SC Bazele Agriculturii SRL,
FC1976,2026-01-12,factura,issued,P024,Garnitura capac distributie,4,15.91,63.64,RO90123456,SC Bazele Agriculturii SRL,
FC1976,2026-01-12,factura,issued,P004,Bujie tractor U650,25,13.3,332.5,RO90123456,SC Bazele Agriculturii SRL,
RF5384,2026-01-12,factura,received,P016,INJECTOR ASS. PERKINS 3.152,32,77.7,2486.4,RO40000004,SC Agro Import SRL,
FC1529,2026-01-13,factura,issued,P011,Semering ax roata 50x72x10,21,10.76,225.96,RO34567890,SC Tehnica Agricola SA,
FC1529,2026-01-13,factura,issued,P006,Pompa hidraulica seria 1,1,550.54,550.54,RO34567890,SC Tehnica Agricola SA,
RF5168,2026-01-14,factura,received,P025,CABLU AMBREIAJ L=1200 TRACTORAS,10,12.94,129.4,RO40000003,SC Auto Parts Distribution SA,
FC1234,2026-01-15,factura,issued,P006,Pompa hidraulica seria 1,2,563.14,1126.28,RO12345678,SC Agro Muntenia SRL,
FC1234,2026-01-15,factura,issued,P023,Radiator apa tractor 4 cilindri,3,343.58,1030.74,RO12345678,SC Agro Muntenia SRL,
FC1234,2026-01-15,factura,issued,P004,Bujie tractor U650,44,12.83,564.52,RO12345678,SC Agro Muntenia SRL,
FC2087,2026-01-15,factura,issued,P004,Bujie tractor U650,21,13.31,279.51,RO11223344,SC Agro Suceava SRL,
FC2087,2026-01-15,factura,issued,P017,Pompa injectie Lucas DPC,1,816.19,816.19,RO11223344,SC Agro Suceava SRL,
FC2087,2026-01-15,factura,issued,P018,Arc supapa motor D-110,28,6.95,194.6,RO11223344,SC Agro Suceava SRL,
FC1697,2026-01-16,factura,issued,P005,Disc frictiune ambreiaj U650,3,222.39,667.17,RO23456789,SC Ferma Verde SRL,
FC1697,2026-01-16,factura,issued,P024,Garnitura capac distributie,1,15.96,15.96,RO23456789,SC Ferma Verde SRL,
FC1769,2026-01-16,factura,issued,P004,Bujie tractor U650,22,12.75,280.5,RO56789012,SC Utilaje Campiei SRL,
FC1769,2026-01-16,factura,issued,P021,Placuta frana set 4buc,8,90.84,726.72,RO56789012,SC Utilaje Campiei SRL,
FC1769,2026-01-16,factura,issued,P002,Curea trapezoidala B68,17,23.06,392.02,RO56789012,SC Utilaje Campiei SRL,
FC1769,2026-01-16,factura,issued,P001,Rulment 6205-2RS SKF,18,31.18,561.24,RO56789012,SC Utilaje Campiei SRL,
FC1769,2026-01-16,factura,issued,P023,Radiator apa tractor 4 cilindri,1,339.55,339.55,RO56789012,SC Utilaje Campiei SRL,
FC2029,2026-01-16,factura,issued,P023,Radiator apa tractor 4 cilindri,2,337.35,674.7,RO01234567,SC Mecanica Campului SRL,
RF5139,2026-01-16,factura,received,P020,RULMENT RADIAL 6307-2Z SKF,54,22.76,1229.04,RO40000001,SC Rulmenti SA Barlad,
FC1235,2026-01-19,factura,issued,P016,Injector motor diesel Perkins,3,151.34,454.02,RO12345678,SC Agro Muntenia SRL,
FC1235,2026-01-19,factura,issued,P024,Garnitura capac distributie,4,15.94,63.76,RO12345678,SC Agro Muntenia SRL,
FC1235,2026-01-19,factura,issued,P006,Pompa hidraulica seria 1,3,562.79,1688.37,RO12345678,SC Agro Muntenia SRL,
FC1235,2026-01-19,factura,issued,P025,Cablu ambreiaj U651,1,29.24,29.24,RO12345678,SC Agro Muntenia SRL,
FC1413,2026-01-19,factura,issued,P010,Bolt piston 80mm,13,19.38,251.94,RO78901234,SC Holding Cereale SRL,
FC1413,2026-01-19,factura,issued,P017,Pompa injectie Lucas DPC,3,826.16,2478.48,RO78901234,SC Holding Cereale SRL,
FC1413,2026-01-19,factura,issued,P016,Injector motor diesel Perkins,2,151.23,302.46,RO78901234,SC Holding Cereale SRL,
FC1914,2026-01-19,factura,issued,P020,Rulment roata fata 6307,5,46.43,232.15,RO89012345,SC Piese Tractor Nord SRL,
FC1914,2026-01-19,factura,issued,P008,Garnitura chiulasa U650,3,97.45,292.35,RO89012345,SC Piese Tractor Nord SRL,
RF5212,2026-01-19,factura,received,P017,POMPA INJECTIE LUCAS DPC 4CIL,6,440.72,2644.32,RO40000004,SC Agro Import SRL,
RF5479,2026-01-19,factura,received,P018,ARC SUPAPA MOTOR D110 SET 2BUC,108,3.19,344.52,RO40000004,SC Agro Import SRL,
FC1530,2026-01-20,factura,issued,P010,Bolt piston 80mm,12,19.22,230.64,RO34567890,SC Tehnica Agricola SA,
FC1530,2026-01-20,factura,issued,P021,Placuta frana set 4buc,8,93.06,744.48,RO34567890,SC Tehnica Agricola SA,
FC1530,2026-01-20,factura,issued,P001,Rulment 6205-2RS SKF,25,32.6,815.0,RO34567890,SC Tehnica Agricola SA,
FC1530,2026-01-20,factura,issued,P002,Curea trapezoidala B68,16,22.58,361.28,RO34567890,SC Tehnica Agricola SA,
FC1621,2026-01-21,factura,issued,P010,Bolt piston 80mm,20,18.43,368.6,RO45678901,SC Agroservice Dobrogea SRL,
FC1621,2026-01-21,factura,issued,P019,Bieleta directie tractor,4,77.47,309.88,RO45678901,SC Agroservice Dobrogea SRL,
FC1621,2026-01-21,factura,issued,P007,Furtun hidraulic 1/2 1m,13,39.19,509.47,RO45678901,SC Agroservice Dobrogea SRL,
FC1621,2026-01-21,factura,issued,P021,Placuta frana set 4buc,7,91.27,638.89,RO45678901,SC Agroservice Dobrogea SRL,
FC1621,2026-01-21,factura,issued,P023,Radiator apa tractor 4 cilindri,1,332.46,332.46,RO45678901,SC Agroservice Dobrogea SRL,
FC1834,2026-01-21,factura,issued,P016,Injector motor diesel Perkins,2,149.74,299.48,RO67890123,SC Agrotrans Olt SRL,
RF5413,2026-01-21,factura,received,P001,RULMENT 6205-2RS/C3 DIN625,108,17.18,1855.44,RO40000001,SC Rulmenti SA Barlad,
FC1236,2026-01-23,factura,issued,P024,Garnitura capac distributie,2,16.22,32.44,RO12345678,SC Agro Muntenia SRL,
FC1236,2026-01-23,factura,issued,P003,Filtru ulei hidraulic JCB,10,90.38,903.8,RO12345678,SC Agro Muntenia SRL,
FC1236,2026-01-23,factura,issued,P008,Garnitura chiulasa U650,7,101.6,711.2,RO12345678,SC Agro Muntenia SRL,
RF5056,2026-01-23,factura,received,P026,CONTACT CHEIE PORNIRE 2 POZITII,10,4.06,40.6,RO40000003,SC Auto Parts Distribution SA,
RF5558,2026-01-23,factura,received,P021,KIT PLACUTE FRANA FATA 4BUC,34,43.11,1465.74,RO40000003,SC Auto Parts Distribution SA,
RF5237,2026-01-24,factura,received,P019,BIELETA DIRECTIE CAT.2 500MM,21,37.06,778.26,RO40000002,SC Hidraulica Industriala SRL,
RF5533,2026-01-24,factura,received,P009,FILTRU AER PRIMAR JD AR50041,32,30.71,982.72,RO40000005,SC Pompe si Filtre SRL,
FC1237,2026-01-26,factura,issued,P019,Bieleta directie tractor,5,76.76,383.8,RO12345678,SC Agro Muntenia SRL,
FC1237,2026-01-26,factura,issued,P005,Disc frictiune ambreiaj U650,3,225.44,676.32,RO12345678,SC Agro Muntenia SRL,
FC1237,2026-01-26,factura,issued,P023,Radiator apa tractor 4 cilindri,2,331.56,663.12,RO12345678,SC Agro Muntenia SRL,
FC1414,2026-01-26,factura,issued,P011,Semering ax roata 50x72x10,19,10.32,196.08,RO78901234,SC Holding Cereale SRL,
FC1414,2026-01-26,factura,issued,P017,Pompa injectie Lucas DPC,1,830.51,830.51,RO78901234,SC Holding Cereale SRL,
FC1414,2026-01-26,factura,issued,P010,Bolt piston 80mm,13,19.02,247.26,RO78901234,SC Holding Cereale SRL,
FC1414,2026-01-26,factura,issued,P009,Filtru aer motor John Deere,4,66.19,264.76,RO78901234,SC Holding Cereale SRL,
FC1770,2026-01-26,factura,issued,P001,Rulment 6205-2RS SKF,24,31.04,744.96,RO56789012,SC Utilaje Campiei SRL,
FC1770,2026-01-26,factura,issued,P011,Semering ax roata 50x72x10,20,10.37,207.4,RO56789012,SC Utilaje Campiei SRL,
FC1770,2026-01-26,factura,issued,P004,Bujie tractor U650,25,13.16,329.0,RO56789012,SC Utilaje Campiei SRL,
FC1531,2026-01-27,factura,issued,P021,Placuta frana set 4buc,6,93.45,560.7,RO34567890,SC Tehnica Agricola SA,
FC1531,2026-01-27,factura,issued,P023,Radiator apa tractor 4 cilindri,2,341.73,683.46,RO34567890,SC Tehnica Agricola SA,
FC1977,2026-01-27,factura,issued,P016,Injector motor diesel Perkins,3,150.67,452.01,RO90123456,SC Bazele Agriculturii SRL,
FC1977,2026-01-27,factura,issued,P014,Alternator 14V 55A reconditionat,1,392.5,392.5,RO90123456,SC Bazele Agriculturii SRL,
FC1977,2026-01-27,factura,issued,P013,Termostat motor 82C,9,33.61,302.49,RO90123456,SC Bazele Agriculturii SRL,
FC1415,2026-01-28,factura,issued,P009,Filtru aer motor John Deere,8,65.25,522.0,RO78901234,SC Holding Cereale SRL,
FC1415,2026-01-28,factura,issued,P010,Bolt piston 80mm,8,19.09,152.72,RO78901234,SC Holding Cereale SRL,
FC1415,2026-01-28,factura,issued,P018,Arc supapa motor D-110,22,6.68,146.96,RO78901234,SC Holding Cereale SRL,
FC1238,2026-01-29,factura,issued,P026,Buton contact pornire,4,9.13,36.52,RO12345678,SC Agro Muntenia SRL,
RF5360,2026-01-29,factura,received,P011,SEMERING NBR 50x72x10 DIN3760,180,4.95,891.0,RO40000001,SC Rulmenti SA Barlad,
FC1239,2026-01-31,storno,issued,P026,Buton contact pornire,-2,9.16,-18.32,RO12345678,SC Agro Muntenia SRL,FC1238
RF5115,2026-01-31,factura,received,P005,DISC AMBREIAJ COMPLET U-650 MAN,39,119.52,4661.28,RO40000004,SC Agro Import SRL,
RF5588,2026-02-01,factura,received,P010,BOLT PISTON D=80MM OTEL 42CrMo,122,9.46,1154.12,RO40000004,SC Agro Import SRL,
FC1240,2026-02-02,factura,issued,P025,Cablu ambreiaj U651,6,29.74,178.44,RO12345678,SC Agro Muntenia SRL,
FC1240,2026-02-02,factura,issued,P026,Buton contact pornire,2,9.48,18.96,RO12345678,SC Agro Muntenia SRL,
FC1416,2026-02-02,factura,issued,P003,Filtru ulei hidraulic JCB,4,87.91,351.64,RO78901234,SC Holding Cereale SRL,
FC1416,2026-02-02,factura,issued,P011,Semering ax roata 50x72x10,29,10.73,311.17,RO78901234,SC Holding Cereale SRL,
FC1622,2026-02-02,factura,issued,P019,Bieleta directie tractor,3,77.45,232.35,RO45678901,SC Agroservice Dobrogea SRL,
FC1622,2026-02-02,factura,issued,P003,Filtru ulei hidraulic JCB,8,88.56,708.48,RO45678901,SC Agroservice Dobrogea SRL,
FC1622,2026-02-02,factura,issued,P006,Pompa hidraulica seria 1,1,572.87,572.87,RO45678901,SC Agroservice Dobrogea SRL,
FC1698,2026-02-02,factura,issued,P005,Disc frictiune ambreiaj U650,3,222.53,667.59,RO23456789,SC Ferma Verde SRL,
FC1698,2026-02-02,factura,issued,P009,Filtru aer motor John Deere,10,64.04,640.4,RO23456789,SC Ferma Verde SRL,
FC1698,2026-02-02,factura,issued,P021,Placuta frana set 4buc,8,90.71,725.68,RO23456789,SC Ferma Verde SRL,
FC1698,2026-02-02,factura,issued,P026,Buton contact pornire,1,9.28,9.28,RO23456789,SC Ferma Verde SRL,
FC1915,2026-02-02,factura,issued,P008,Garnitura chiulasa U650,3,103.62,310.86,RO89012345,SC Piese Tractor Nord SRL,
FC1915,2026-02-02,factura,issued,P025,Cablu ambreiaj U651,1,28.26,28.26,RO89012345,SC Piese Tractor Nord SRL,
